firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Marjie,Roumell,Oklahoma City Thunder,28,55.86,93.48,1.07,25.01,71.4,83.01
Amelia,Dituri,Chicago Bulls,25,59.16,65.29,95.63,29.83,79.95,63.93
Emilia,Mich,Brooklyn Nets,29,66.28,43.43,38.92,27.5,60.71,35.57
Shaylyn,Gerge,Washington Wizards,22,59.18,5.06,31.05,72.37,60.29,8.98
Ottilie,Helve,Los Angeles Lakers,27,18.5,29.6,85.64,14.99,17.41,87.23
Ilse,Monaco,Dallas Mavericks,19,81.26,57.2,27.06,4.59,15.61,95.85
Liana,Lilas,Minnesota Timberwolves,25,77.53,42.41,62.65,70.52,35.7,73.39
Ninnetta,Medrek,Sacramento Kings,30,81.97,44.27,49.16,27.8,72.5,43.9
Stacey,Burnside,Brooklyn Nets,22,26.31,97.17,27.8,14.66,1.61,36.39
Merrie,Papageno,Detroit Pistons,18,52.42,82.43,34.71,65.37,39.63,84.93
Gilda,Podvin,LA Clippers,19,14.25,6.11,59.19,62.3,69.28,61.7
Ingrid,Evangelia,Minnesota Timberwolves,24,83.7,21.66,53.79,44.53,40.37,99.13
Lonnie,Judye,San Antonio Spurs,23,79.33,42.88,83.86,83.02,47.38,35.98
Angela,Amethist,Atlanta Hawks,18,58.58,48.99,50.19,64.78,29.73,11.21
Maryellen,Longfellow,Brooklyn Nets,21,25.82,76.47,72.59,50.3,38.26,72.06
Gui,Stefa,Miami Heat,20,68.59,84.53,92.6,58.47,12.6,73.7
Ingrid,Sandye,Denver Nuggets,21,17.63,18.83,9.97,35.09,76.8,45.51
Genovera,Myrilla,Washington Wizards,22,20.05,66.46,20.44,93.86,36.82,95.7
Marinna,Mauer,Utah Jazz,19,54.55,99.16,74.69,51.22,20.47,70.9
Meriel,Bonucci,Milwaukee Bucks,30,13.49,35.42,82.16,84.35,46.41,26.06
Adore,Cynar,Indiana Pacers,25,73.95,30.28,15.69,13.01,67.23,2.26
Lucy,Donell,Sacramento Kings,22,15.34,3.49,85.51,13.09,53.22,91.77
Nannie,Kevon,,23,4.47,73.2,51.57,57.35,10.38,45.7
Tatiania,Han,New Orleans Pelicans,25,47.41,63.91,68.54,20.36,27.19,70.85
Leia,Rese,Los Angeles Lakers,26,39.68,15.97,92.79,10.59,27.68,66.5
Alexine,Leifeste,Phoenix Suns,26,35.21,49.23,96.35,82.5,68.89,99.98
Mary,Kendrick,Utah Jazz,23,97.69,83.14,31.34,15.9,62.58,15.57
Tamqrah,Mandler,Indiana Pacers,29,25.04,46.65,96.98,6.4,55.32,42.27
Zondra,Korey,LA Clippers,26,23.58,60.99,36.15,72.55,53.15,52.38
Deloria,Federica,Houston Rockets,21,16.96,14.08,45.15,85.46,34.29,85.02
Lanna,Havens,Chicago Bulls,21,73.93,19.51,77.47,33.3,64.4,50.38
Daryl,Lemuela,Memphis Grizzlies,28,82.8,48.91,80.86,5.99,12.91,66.84
Korrie,Blisse,Brooklyn Nets,27,97.08,30.64,61.54,48.92,73.68,4.42
Adele,Gemini,Detroit Pistons,30,90.86,70.13,54.69,15.46,49.22,25.13
Gale,Klemperer,Sacramento Kings,22,41.8,91.73,92.5,70.03,99.64,8.38
Viki,Isacco,Miami Heat,22,51.97,22.18,20.14,1.54,98.4,12.38
Britte,Weinreb,Los Angeles Lakers,23,19.26,2.68,37.74,92.14,26.28,8.2
Jean,Raama,Brooklyn Nets,18,5.17,63.73,74.97,47.68,25.74,2.2
Ekaterina,Mozelle,Brooklyn Nets,20,97.87,68.54,54.88,19.05,22.29,27.79
Annaliese,Merna,Sacramento Kings,30,97.06,27.16,28.05,15.33,92.74,25.69
Emma,Iphlgenia,Charlotte Hornets,29,68.37,37.55,63.06,50.26,89.81,67.42
Cyndie,Bollay,Phoenix Suns,29,93.79,94.81,90.94,34.14,22.76,89.08
Ingrid,Naor,Oklahoma City Thunder,26,2.8,26.91,80.96,27.39,16.26,40.05
Shauna,Fleeta,Denver Nuggets,21,16.68,46.68,26.77,73.97,15.91,18.14
Konstance,Rozanna,Washington Wizards,21,29.78,60.11,37.91,49.67,49.15,15.76
Kathi,Byrne,Milwaukee Bucks,25,24.63,95.69,25.93,50.2,91.95,63
Beth,Giule,Toronto Raptors,18,9.83,85.89,99.38,77.06,26.41,55.49
Caritta,Yuille,Milwaukee Bucks,18,32.03,24.38,47.02,35.54,92.27,91.57
Hallie,Phaidra,,29,94.89,98.63,39.86,94.52,12.64,7.17
Loree,Durware,Miami Heat,23,82.64,60.2,67.18,6.41,33.6,55.86
Lusa,Jacobah,Milwaukee Bucks,18,70.46,8.22,18.27,55.03,37.89,37.28
Paola,Honoria,LA Clippers,29,73.2,87.7,95.71,26.19,68.82,66.44
Orsola,Kussell,Washington Wizards,28,75.25,86.65,13.27,47.39,20.31,36.37
Rayna,Stover,Orlando Magic,22,49.92,24.88,21.39,92.66,17.62,49.81
Agathe,Japeth,Dallas Mavericks,18,20.74,81.18,69.17,74.71,54.36,61.94
Goldie,Zenas,Indiana Pacers,27,74.08,69.71,30.8,60.94,66.73,66.27
Drucie,Syd,Detroit Pistons,28,15.58,9.79,73.45,46.42,59.23,62.5
Steffane,Niccolo,Memphis Grizzlies,21,20.13,98.78,91.95,84.83,38.31,12.42
Karly,Buffum,Dallas Mavericks,28,6.25,49.05,13,16.9,61.75,75.72
Bernie,Argus,Milwaukee Bucks,24,31,98.75,91.06,7.64,19.97,20.35
Calla,Krystle,Detroit Pistons,21,67.21,83.95,95.27,92.28,6.85,89.02
Janis,Clarissa,Houston Rockets,21,10.62,48.63,88.48,54.58,1.01,39.35
Micheline,Lail,Milwaukee Bucks,29,40.13,18.15,77.24,75.96,11.51,17.4
Tatiania,Ingra,Golden State Warriors,29,39.93,56.88,94.66,20.43,55.8,3.42
Nita,Masao,New York Knicks,24,2.55,21.57,81.45,47.35,18.52,41.53
Hope,Schroth,Portland Trail Blazers,18,76.33,99.73,83.63,43.17,20.53,53.51
Myriam,Kermit,Brooklyn Nets,21,28.88,17.41,50.43,71.7,80.48,95.74
Merry,Chapland,Orlando Magic,27,20.11,53.83,48.75,82.83,63.24,26.06
Reeba,Cath,Washington Wizards,26,53.79,76.06,18.82,50.1,37.91,91.37
Justinn,Ellord,,24,21.42,14.96,69.58,87.29,16,52.86
Flory,Camden,Miami Heat,27,70.58,99.75,68,83.4,8.94,71.19
Marguerite,Zetta,Atlanta Hawks,24,73.9,81.86,8.34,70.77,44.8,84.08
Ethel,Havens,,18,63.04,43.95,62.6,61.2,74.62,9.02
Cathyleen,Anderea,Cleveland Cavaliers,22,5.93,76.32,17.47,6.38,56.03,49.68
Etta,My,,25,19.92,43.7,35.54,68.35,56.59,8.28
Constance,Gamaliel,Brooklyn Nets,21,91.16,37.33,8.34,17.88,68.24,84.61
Esmeralda,Wind,New Orleans Pelicans,25,85.71,9.04,72.8,18.24,7.64,13.99
Ethel,Edmund,Toronto Raptors,20,85.56,91.12,23.24,77.55,39.45,62.78
Cissiee,Chick,LA Clippers,23,39.54,26.1,70.8,41.9,84.83,68.69
Hope,Maryanne,Phoenix Suns,30,58.68,68.21,49.08,72.25,58.22,86.95
Angela,Firmin,Phoenix Suns,29,60.34,33.89,96.25,36.69,73.31,84.19
Florie,Valerio,Dallas Mavericks,30,95.62,16.35,36.34,39.09,15.49,19.48
Carly,Fairweather,Miami Heat,21,12.12,97.16,37.52,9.31,61.64,86.07
Gertrud,Bultman,Atlanta Hawks,21,29.48,66.09,23.27,72.78,3.99,24.08
Latisha,Celestine,Minnesota Timberwolves,28,6.75,47.66,77.09,87.21,67.31,25.8
Ermengarde,Greenwald,LA Clippers,27,80.03,6.09,58.77,1.13,88.61,7.01
Robinia,Goldina,Golden State Warriors,20,22.52,72.84,52.64,86.66,6.74,33.95
Mignon,Brieta,Orlando Magic,19,96.75,76.85,90.08,56.51,73.59,37.73
Hallie,Deny,Washington Wizards,30,68.9,53.32,16.35,84.96,2.09,25.38
Rosabelle,Diann,Milwaukee Bucks,22,19.15,24.51,11.92,42.89,39.9,7.14
Shell,Knowling,Milwaukee Bucks,24,95.29,36.1,70.74,32.62,67.48,17.57
Petronia,Graig,Phoenix Suns,21,75.72,48.09,96.14,42.63,71,45.54
Jeanna,Brunell,Detroit Pistons,25,83.83,6.55,9.5,2.71,29.11,81.91
Lynea,Killigrew,Utah Jazz,28,74.08,75.85,32.42,71.39,94.01,25.16
Kirstin,Kunin,Philadelphia 76ers,19,6.65,65.2,52.74,54.26,92.82,38.06
Candy,Brady,New York Knicks,23,31.31,94.82,2.24,43.25,70.09,38.37
Ardeen,Joni,Dallas Mavericks,20,39.68,39.06,62.52,76.82,70.61,77.06
Tarra,Cristi,San Antonio Spurs,24,75.3,33.29,32.62,49.55,76.6,58.9
Dominga,Chesna,Chicago Bulls,20,22.13,71.95,86.82,22.54,51.78,40.54
Cecile,Fancie,Detroit Pistons,24,78.17,25.61,72.13,34.56,40.21,10.57
Jan,Fax,LA Clippers,25,40.96,76.83,86.07,20.01,62.75,15.16
Danika,Serilda,Boston Celtics,29,75.92,72.12,74.13,10.34,85.27,19.34
Kara-Lynn,Dichy,Brooklyn Nets,19,74.07,56.85,69.05,37.77,68.28,32.09
Carol-Jean,Kevon,Charlotte Hornets,27,20.5,72.34,29.49,95.57,21.08,51.94
Kristan,Peg,Orlando Magic,18,24.98,54.01,42.84,6.91,12.96,2.54
Kelly,Girardo,Oklahoma City Thunder,28,60.39,21.6,21.69,43.32,6.43,8.28
Heddie,Atonsah,Los Angeles Lakers,28,17.94,78.06,84.77,43.76,36.89,68.77
Robinia,Campball,Detroit Pistons,26,13.51,20.29,95.55,51.54,7.74,53.38
Annice,Dosia,Houston Rockets,18,55.46,35.14,88.4,7.04,88.85,25.74
Imojean,Mallon,Houston Rockets,22,76.05,52.42,79.02,44.45,39.15,2.28
Ketti,Velick,,28,65.42,91.83,66.36,69.63,50.25,45.37
Merry,Markman,Charlotte Hornets,22,78.28,80.65,19.79,13.7,24.78,72.1
Phylis,Goerke,Philadelphia 76ers,28,81.15,17.01,66.87,61.35,79.3,48.11
Correy,Dowski,Memphis Grizzlies,20,93.81,74.75,75.77,79.84,58.38,74.9
Gilligan,Jillane,Brooklyn Nets,29,43.69,63.16,96.49,25.29,63.92,70.04
Priscilla,Rocray,Atlanta Hawks,24,22.32,43.04,3.56,48.8,46.7,98.72
Lolita,Huggins,Denver Nuggets,26,33.62,43.74,89.89,50.55,69.92,11.54
Rosanne,Erminia,Sacramento Kings,19,22.75,73.9,63.23,28.12,40.85,41.46
Aili,Kinnard,Minnesota Timberwolves,20,91.89,18.28,19.95,35.04,23.68,60.93
Jennica,Niles,Milwaukee Bucks,29,19.03,5.02,27.08,59.66,3.78,66.33
Kittie,Berl,Philadelphia 76ers,23,47.19,76.64,41.75,45.75,62.85,16.03
Kathy,Nicoline,Washington Wizards,21,69.49,13.83,69.56,4.03,85.05,91.1
Lyssa,Dowski,Brooklyn Nets,29,66.51,65.06,69.03,66.08,64.16,1.78
Helsa,Bonucci,Minnesota Timberwolves,27,77.42,90.7,86.45,34.77,42.26,21.38
Kenna,McNully,Milwaukee Bucks,30,98.93,18.78,74.77,98.77,14.87,85.9
Vita,Taam,Cleveland Cavaliers,30,57.93,31.28,15.61,45.37,61.61,63.36
Mary,Goerke,Washington Wizards,22,64.68,50.72,30.88,68.11,66.72,34.82
Ada,Kimmie,Memphis Grizzlies,24,53.41,37.14,23.54,30.88,60.3,37.81
Teriann,Zetta,Milwaukee Bucks,28,49.31,21.57,31.46,81.24,90.37,56.96
Mathilda,Nore,Portland Trail Blazers,19,90.55,11.09,2.02,73.51,5.95,19.45
Marcelline,Odysseus,Orlando Magic,22,76.3,37.71,76.98,97.91,58.49,30.65
Riannon,Thema,Indiana Pacers,22,64.74,35.41,93.57,8.99,70.56,81.15
Doralynne,Bahr,Phoenix Suns,18,48.94,97.62,72.52,46,83.43,69.88
Estell,Lucienne,Toronto Raptors,18,47.34,27.41,34.44,34.96,52.58,96.69
Amalie,Pip,Atlanta Hawks,29,59.11,78.54,73.72,37.05,73.41,15.9
Flo,Klemperer,Chicago Bulls,27,26.91,37.69,57.54,48.26,37.36,28.44
June,My,Atlanta Hawks,29,95.78,66.82,71.06,25.19,37.74,53.29
Gratia,Meter,Milwaukee Bucks,23,2.49,3.69,9.67,23.29,74.85,91.32
Jobi,Hessler,Utah Jazz,23,7.02,21.16,84.5,52.65,64.39,56.1
Lolita,Love,New York Knicks,29,12.38,53.69,18.55,20.95,24.68,48.03
Paola,Zitvaa,Los Angeles Lakers,26,55.79,24.3,98.49,33.67,32.09,61.04
Frieda,Roarke,,23,50.45,12.36,44.17,87.66,77.93,74.69
Helsa,Odell,Denver Nuggets,25,13.56,1.45,84.29,70.39,31.41,75.22
Sybille,Jaylene,New York Knicks,29,71.31,78.22,3.5,3.11,38.75,71.67
Bernardine,Louanna,Toronto Raptors,29,76.39,87.56,46.47,18.98,44.24,2.09
Dennie,Middleton,,22,84.63,14.25,52.23,58.16,90.49,89.98
Deloria,Fiester,Portland Trail Blazers,21,87.64,87.48,91.95,60.2,11.38,45.57
Asia,Gombach,Toronto Raptors,30,18.48,21.88,19.91,77.11,70.36,72.71
Abbie,Calhoun,Toronto Raptors,30,84.78,36.16,4.77,17.36,67.66,85.21
Felice,Bergman,Minnesota Timberwolves,18,36.26,36.98,89.04,53.86,32.17,98.97
Roz,Thilda,Charlotte Hornets,21,35.62,87.36,79.86,13.03,26.17,75.76
Merci,Oster,Boston Celtics,25,46.17,23.32,60.06,88.84,69.26,72.55
Calla,Abernon,Denver Nuggets,29,31.4,64.67,22.27,11.41,26.37,42.86
Sharai,Anderea,Cleveland Cavaliers,19,56.46,82.49,52.54,65.75,69.02,66.78
Anica,Abram,Los Angeles Lakers,29,21.99,52.92,57.93,29.14,40.15,44.57
Cissiee,Sadowski,Los Angeles Lakers,21,93.66,3.98,80.97,89.02,44.56,92.97
Jorry,Holbrook,Memphis Grizzlies,23,84.45,68.47,79.19,35.78,55.9,55.98
Jorry,Anselmi,Houston Rockets,18,3.78,26.51,86.74,5.15,94.32,97.86
Mureil,Lilybelle,Brooklyn Nets,26,53.51,60.98,92.13,10.08,5.72,90.34
Celisse,Marijo,Orlando Magic,21,67.17,79.47,24.6,1.3,35.79,45.99
Selia,Baudin,Philadelphia 76ers,26,92.02,48.21,23.19,60.42,92.3,84.78
Molli,Mike,Dallas Mavericks,22,2.65,21.64,69.18,10.98,36.62,84.47
Giustina,Cordi,,19,78.19,24.65,84.15,20.02,98.89,73.45
Myriam,Raychel,Boston Celtics,23,42.47,9.41,77.66,79.86,65.5,87.8
Florie,Clie,Indiana Pacers,27,97.29,91.14,87.09,80.3,89.85,95.93
Myriam,Buffum,Orlando Magic,25,17.93,58.23,72.71,89.12,60.52,50.67
Sindee,Auberbach,Phoenix Suns,24,6.5,98.53,52.07,19.36,17.98,80.34
Gusty,Woodberry,Dallas Mavericks,24,43.25,59.68,70.93,66.97,84.1,33.56
Charmaine,Anestassia,LA Clippers,27,67.92,91.77,2.68,10.01,8.68,50.08
Corene,Vale,Chicago Bulls,23,1.06,36.37,66.46,82.14,98.56,10.75
Dyann,Seligman,Oklahoma City Thunder,18,42.55,68.41,53.57,34.1,94.86,26.24
Di,Bebe,LA Clippers,29,86.3,5.42,13.81,76.56,11.12,36.48
Talya,Dorothy,Utah Jazz,19,79.06,43.02,14.58,12.98,64.63,24.04
Brandise,Lail,Los Angeles Lakers,24,32.5,42.27,67.03,16.32,58.9,36.76
Mahalia,Tristram,New Orleans Pelicans,21,86.5,60.53,39.64,84.63,65.87,84.78
Brietta,Meter,Portland Trail Blazers,20,83.84,74.76,33.5,4.74,75.39,29.07
Lizzie,Gillan,Philadelphia 76ers,20,10.5,26.7,84.85,16.83,64.79,9.32
Elyssa,Demitria,Memphis Grizzlies,25,15,19.71,40.16,89.5,64.85,38.95
Tracey,Quinn,Washington Wizards,26,82.47,84.16,32.68,16.82,6.68,80.12
Drucie,Narton,Utah Jazz,20,83.55,78.84,46.63,62.14,85.8,9.78
Demetris,Blase,Milwaukee Bucks,21,78.12,20.08,69.81,53.31,84.63,68.76
Vinita,Cynar,,26,56.38,2.39,2.3,56.71,68.68,49.98
Siana,Orpah,Oklahoma City Thunder,23,51.84,67.9,5,7.09,74.36,47.96
Cristine,Graig,Toronto Raptors,19,14.69,65.33,49.36,35.52,81.21,2.87
Kirbee,Lenny,Orlando Magic,26,60.24,80.81,78.59,44.64,1.93,22.62
Fernande,Keelia,Sacramento Kings,28,78.23,65.76,8.62,12.96,14.77,53.1
Dorene,Frendel,Denver Nuggets,28,52.77,44.47,51.37,4.24,48.09,43.64
Amara,Yuille,Los Angeles Lakers,18,41.59,19.37,5.44,18.56,43.57,46.85
Clementine,Guthrie,LA Clippers,19,96.42,25.98,86.06,48.2,63.75,55.63
Melanie,Clie,Memphis Grizzlies,19,3.69,87.11,90.59,37.16,15.91,25.92
Tressa,Hoenack,Atlanta Hawks,27,18.28,51.61,30.14,85.63,35.06,41.75
Wileen,Rubie,Los Angeles Lakers,30,60.04,2.62,16.65,50.63,72.03,62.51
Christian,Pierette,Washington Wizards,18,14.44,49.22,46.23,5.15,27.9,93.46
Genovera,Publia,San Antonio Spurs,23,62.52,27.7,2.9,48.14,16.45,87.45
Margette,Brieta,LA Clippers,18,95.02,25.94,8.11,53.23,45.51,3.32
Emilia,Edison,Atlanta Hawks,20,89.78,94.78,85.19,4.45,99.69,51.75
Kellen,O'Neill,Denver Nuggets,29,85.58,65.66,6.79,12.71,67.12,34.61
Mamie,Anderea,Memphis Grizzlies,21,22.44,40.59,38.96,74.62,8.33,7.28
Tilly,Lia,Los Angeles Lakers,27,2.83,70.84,90.26,94.57,5.06,53.61
Jessy,McAdams,Indiana Pacers,19,27.8,6.72,50.69,82.54,71.94,19.95
Sheree,Rese,Milwaukee Bucks,30,82.92,68.42,96.8,15.73,31.71,14.25
Korrie,Avi,Portland Trail Blazers,19,10.21,49.02,52.1,46.28,66.21,34.35
Micheline,Lacombe,Brooklyn Nets,29,55.48,66.33,82.82,46.96,40.02,51.23
Nananne,Rocray,Milwaukee Bucks,23,42.88,52.21,28.21,86.49,69.96,44.56
Tarra,Christine,Washington Wizards,27,47.52,16.22,72.52,26.84,16.44,90.3
Consuela,Read,Miami Heat,19,87.22,52.93,13.64,20.05,3.85,41.27
Marcelline,Maryanne,Sacramento Kings,26,86.55,45.27,58.09,23.43,2.44,3.84
Kristina,Vorster,Chicago Bulls,21,62.94,47.65,34.83,86.4,60.16,5.79
Linet,Ciapas,San Antonio Spurs,26,51.96,13.14,73.68,8.81,10.54,21.23
Yvonne,Havens,Denver Nuggets,28,58.03,76.42,79.78,24.14,50.97,97.49
Melisent,Klotz,Indiana Pacers,22,24.69,68.94,63.58,48.99,57.07,55.56
Kylynn,Naashom,Chicago Bulls,23,99.14,59.26,96.43,82.13,24.06,72.46
Arlena,Guildroy,Brooklyn Nets,24,54.46,80,54.9,68.74,84.14,78.72
Frances,Huggins,Phoenix Suns,24,18.14,14.17,80.32,15.91,81.92,33.98
Rori,Elisha,Golden State Warriors,26,15.09,80.81,73.01,10.11,93.07,77.52
Emylee,Bohlin,Minnesota Timberwolves,23,73.09,6.7,3.47,5.5,3.39,5.02
Debee,Baylor,Chicago Bulls,20,60.25,90.48,52.38,43.82,39.19,29.34
Celestyna,Chaing,LA Clippers,29,61.86,29.71,18.31,33.44,35.99,63.48
Kate,Docilla,Philadelphia 76ers,26,33.16,13.07,91.71,6.23,85.12,24.76
Ginnie,Screens,Boston Celtics,21,61.68,27.1,85.4,58.31,75.19,22.88
Cathie,Sherrie,Minnesota Timberwolves,26,35.9,57.4,1.26,75.91,90.37,81.48
Lorne,Vorster,Philadelphia 76ers,18,3.72,31.95,95.89,41.53,59.56,45.37
Vanessa,Delp,New York Knicks,24,83.13,55.65,48.26,86.79,40.48,60.39
Marnia,Trey,Minnesota Timberwolves,25,15.28,31.31,60.42,61.42,26.31,82.68
Vinita,Cressida,Golden State Warriors,21,35.4,77.2,4.71,34.22,16.49,24.34
Rhea,Herrera,Houston Rockets,28,71.83,29.15,2.59,26.37,77.6,99.14
Bobbi,Pernick,Detroit Pistons,22,84.63,51.03,98.75,20.32,27.03,53.25
Amii,Randene,Houston Rockets,28,76.17,22.97,8.16,22.93,95.54,14.95
Kimmy,Roarke,Los Angeles Lakers,30,3.09,23.34,68.43,53.06,2.15,63.85
Pierette,Hepsibah,Philadelphia 76ers,22,67.03,91.84,69.68,11.06,18.28,4.91
Dagmar,Bluh,Phoenix Suns,24,78.74,40.21,34.01,55.49,55.63,84.18
Cyndie,Bahr,New York Knicks,28,8.81,14.64,97.32,87.21,69.43,61.57
Arlena,Atcliffe,Utah Jazz,19,99.48,18.59,14.09,55.57,34.57,93.92
Dari,Abbot,Detroit Pistons,19,15.73,40.06,70.57,80.06,69.02,70.31
Luci,Bashemeth,Orlando Magic,23,17.89,62.69,96.91,55.39,47.86,50.98
Brandise,Dowski,Orlando Magic,23,57.43,68.35,36.82,44.35,62.42,93.45
Gabriellia,Dosia,Chicago Bulls,18,5.75,32.23,64.75,83.4,39.44,31.72
Minne,Rodmann,New York Knicks,25,96.18,30.81,94.31,88.77,33.43,73.45
Adelle,Caitlin,Atlanta Hawks,26,6.02,48.13,46.69,75.2,51.39,99.11
Brynna,Riva,Memphis Grizzlies,27,57.43,71.12,59.97,80.52,30.39,4.01
Gaylene,Viddah,Brooklyn Nets,24,88.33,19.74,26.97,33.77,32.38,46.14
Alyssa,Poll,,29,30.75,52.03,7.43,18.73,5.47,66.8
Ekaterina,Wittie,Cleveland Cavaliers,21,38.89,54.25,36.32,69.15,84.76,17.5
Gaylene,Ranjiv,Dallas Mavericks,22,34.34,87.36,91.81,4.28,84.28,20.21
Joleen,Harriman,Atlanta Hawks,27,45.18,65.96,38.76,55.82,61.53,43.55
Rhea,Soneson,Indiana Pacers,23,78.02,84.17,5.83,83.22,96.02,58.37
Violet,Vary,Los Angeles Lakers,29,92,32.36,55.49,49.48,51.65,80.88
Anallese,Crudden,Phoenix Suns,27,10.88,60.41,96.51,43.68,51.68,6.56
Lynea,Gavrila,New Orleans Pelicans,29,80.78,52.27,19.54,61.29,44.64,85.71
Micheline,Dominy,Denver Nuggets,30,67.9,76.38,39.68,11.52,27.9,8.16
Rosaline,Valerio,Philadelphia 76ers,26,9.5,40.82,41.54,15.7,19.07,18.67
Ermengarde,Standing,Washington Wizards,30,46.34,71.84,41.08,5.4,18.32,31.73
Dulcinea,Abbot,Detroit Pistons,24,92.93,73.81,20.38,73.43,81.43,70.41
Tomasina,Winthorpe,Minnesota Timberwolves,21,90.92,7.83,92.01,64.99,38.86,1.73
Gusty,Weinreb,Utah Jazz,30,87.5,1.41,94.27,29.41,86.29,58.55
Nelle,Dosia,New Orleans Pelicans,20,9.15,42.18,89.99,93.48,85.38,40.01
Emilia,Turne,LA Clippers,23,37.58,72.65,29.04,16.52,32.26,89.25
Melisent,Minetta,Brooklyn Nets,24,50.24,65.88,61.93,32.25,45.83,19.43
Juliane,Fennessy,Sacramento Kings,22,86.49,81.38,88.46,45.5,60.06,45.05
Emelina,Phi,Dallas Mavericks,26,42.94,81.45,25.8,34.59,69.61,19.62
Rani,Gibbeon,Orlando Magic,23,49.58,47.89,73.5,28.3,30.22,54.22
Bettine,Barbey,Atlanta Hawks,22,82.05,38.83,31.25,88.71,1.14,35.21
Shaylyn,Tatianas,Toronto Raptors,25,89.55,24.35,35.17,74.41,36.43,98.33
Addia,Raimondo,Orlando Magic,27,3.68,29.7,10.89,77.58,97.88,2.96
Carmela,Decato,Brooklyn Nets,27,92.83,3.98,43.89,82.13,71.47,41.16
Thalia,Orlene,Los Angeles Lakers,24,70.05,23.7,42.14,72.23,31.8,95.03
Rivalee,Friede,Orlando Magic,26,51.4,73.54,22.31,41.02,18.18,97.4
Adele,Hurley,Indiana Pacers,23,77.36,35.47,46.19,36.01,28.94,77.22
Lynde,Knowling,Oklahoma City Thunder,24,9.5,66.22,9.96,47.52,82.31,37.96
Asia,Olin,Orlando Magic,22,6.29,33.62,30.73,55.26,62.13,25.29
Nikki,Tound,LA Clippers,20,72.69,2.42,63.37,87.9,87.22,58.68
Mariele,Merat,Portland Trail Blazers,27,65.93,84.42,15.87,88.04,57.75,28.6
Wynne,Poppy,New York Knicks,30,71.5,51.04,67.07,13.47,95.35,60.37
Belva,Jobi,San Antonio Spurs,28,24.17,65.97,18.94,51.33,3.79,17.73
Mureil,Loeb,Chicago Bulls,26,86.33,18.93,30.87,38.01,90.98,92.17
Iseabal,Jorgan,Portland Trail Blazers,21,51.47,98.56,41.41,6.47,21.65,3.24
Kimmy,Shirberg,Sacramento Kings,20,50.7,64.63,64.24,77.74,38.52,23
Shauna,Karylin,Detroit Pistons,29,48.35,2.26,35.43,27.65,3.93,98.74
Gavrielle,Bartlett,Portland Trail Blazers,22,28.99,32.57,74.72,50.84,59.56,28.05
Sue,Rogerio,Washington Wizards,18,12.03,39.36,78.67,90.03,11.09,84.99
Ebonee,Brandice,Indiana Pacers,29,43.75,58.69,92.88,35.5,49.8,42.8
Kaja,Carmena,Dallas Mavericks,25,49.56,13.6,91.03,35.94,44.45,13.61
Ilse,Carlson,,30,50.79,43.25,59.97,5.31,59.47,47.67
Jordan,Shaver,Milwaukee Bucks,24,19.25,74.76,25.3,27.7,14.46,36.92
Zondra,Othilia,Los Angeles Lakers,21,24.34,33.52,72.73,55.24,20.58,98.34
Feliza,Xerxes,Indiana Pacers,23,58.87,14.35,94.65,7.76,50.07,3.51
Minda,Edison,Brooklyn Nets,18,29.37,42.84,64.28,88.8,48.72,39.56
Sadie,Larochelle,Milwaukee Bucks,28,58.6,73.63,51.18,27.44,33.89,88.44
Rayna,Quent,Oklahoma City Thunder,30,67.25,61.87,36.92,1.48,27.36,49.15
Brynna,Kirstin,Houston Rockets,18,53.12,26.9,30.85,89.43,97.07,83.6
Viviene,Malanie,Toronto Raptors,24,19.74,17.18,4.88,74.68,24.24,46.26
Tonia,Cleavland,Phoenix Suns,30,64.9,45.4,6.85,8.44,46.49,13.76
Perry,Auberbach,Charlotte Hornets,30,21.71,88.54,33.35,22.57,44.66,82.42
Marita,Belanger,Oklahoma City Thunder,24,95.67,85.73,44.85,13.52,81.3,88.19
Clary,Garbe,New York Knicks,18,46.15,78.36,85.09,14.95,58.98,91.43
Frances,Jerald,New Orleans Pelicans,30,95.38,48.1,66.92,60.5,23.4,78.31
Jinny,Hewitt,Orlando Magic,21,93.71,51.13,42.17,86.46,86.71,10.78
Gwenneth,Cullin,Milwaukee Bucks,18,55.54,53.11,7.91,51.35,48.11,83.74
Ricky,Garek,Toronto Raptors,25,55.96,64.54,2.62,60.99,57.01,55.9
Ninnetta,Libna,Memphis Grizzlies,29,37.62,30.66,74.13,18.56,94.03,89.1
Iseabal,Ricki,Atlanta Hawks,21,87.05,79.36,59.57,92.69,95.22,32.49
Chere,Cassius,Indiana Pacers,19,79.44,12.08,45.29,48.65,5.28,9.64
Millie,Salvidor,Atlanta Hawks,28,50.01,19.4,23.36,95.9,71.83,91.51
Eugine,Ruvolo,Brooklyn Nets,25,16.78,18.77,77.84,6.67,64.57,60.72
Mamie,Aida,Boston Celtics,27,26.22,25.9,17.26,94.15,82.34,83.34
Cassondra,Jefferey,Washington Wizards,27,62.3,38.71,92.33,21.9,52.13,4.26
Kamilah,Hedve,Sacramento Kings,21,4.56,19.76,65.41,86.05,28.84,73.95
Raquela,Buttaro,Brooklyn Nets,28,81.3,46.87,88.55,16.81,99.44,15.76
Katuscha,Berne,Chicago Bulls,19,22.09,37.71,79.33,17.27,52.72,53.63
